"SPX2.rv","SPX2.r","SPX2.rs","SPX2.nobs","SPX2.open","SPX2.highlow","SPX2.highopen","SPX2.openprice","SPX2.closeprice","DATE"
9.33e-05,-0.0204969,6.94e-05,1540,34193.605,0.02205632,0.001559419,1441.72,1412.47,2000-02-09
0.000108797,0.002984845,5.37e-05,1537,34192.205,0.011016785,0.007276712,1411.7,1415.92,2000-02-10
0.000104844,-0.025997961,7.96e-05,1361,34184,0.025997961,0,1416.83,1380.47,2000-02-11
0.000105943,0.001951782,3.97e-05,1541,34195.142,0.010376751,0.00561458,1387.12,1389.83,2000-02-14
0.000126813,0.009067076,5.11e-05,1541,34193.718,-0.022608965,0.012710794,1389.94,1402.6,2000-02-15
9.26e-05,-0.01030937,6.14e-05,1545,34190.705,0.013598142,0.001781515,1402.05,1387.67,2000-02-16
0.00017872,-0.000273878,8.74e-05,1543,34186.651,0.014180859,0.008689,1387.67,1387.29,2000-02-17
0.000158349,-0.029503339,0.000119829,1540,34189.022,0.031419261,0,1388.26,1347.9,2000-02-18
0.000193855,0.001673033,8.78e-05,1530,34528.827,-0.019389933,0.006204273,1349.71,1351.97,2000-02-22
0.000121704,0.007126017,5.74e-05,1537,34183.141,-0.020402175,0.013180319,1352.17,1361.84,2000-02-23
0.000287471,-0.005202051,0.000146664,1533,34191.024,0.025551626,0.00269353,1360.69,1353.63,2000-02-24
0.000228607,-0.014257785,0.000141435,1537,34189.086,0.024502669,0.006400199,1353.43,1334.27,2000-02-25
0.000210763,0.011046045,0.000103316,1555,34191.483,-0.026659906,0.020385387,1333.36,1348.17,2000-02-28
0.000135092,0.014427523,4.52e-05,1555,34185.309,-0.015677071,0.015677071,1348.05,1367.64,2000-02-29
0.00010206,0.008743735,4.07e-05,1544,34195.11,-0.011945175,0.011945175,1366.42,1378.42,2000-03-01
9.83e-05,0.002151123,4.48e-05,1541,34196.572,-0.011759678,0.005329489,1379.19,1382.16,2000-03-02
0.000142639,0.019429916,2.67e-05,1553,34193.696,-0.020855574,0.020855574,1381.76,1408.87,2000-03-03
7.23e-05,-0.013546064,5.02e-05,1540,34187.919,0.01781346,0.000404412,1409.17,1390.21,2000-03-06
0.000283106,-0.025522768,0.000177535,1506,34195.219,0.035810607,0.005683605,1391.28,1356.22,2000-03-07
0.000155362,0.011653408,6.36e-05,1213,34182.384,-0.019276553,0.012615388,1355.62,1371.51,2000-03-08
0.000102924,0.024030304,2.65e-05,1537,34185.523,-0.030640429,0.024166014,1366.7,1399.94,2000-03-09
0.00013173,-0.004605041,7.91e-05,1473,34185.906,0.014371086,0.007484283,1401.69,1395.25,2000-03-10
0.000505251,-0.010107755,0.000370494,1534,34189.152,-0.02377162,0.002376982,1395.07,1381.04,2000-03-13
0.000166848,-0.015859184,9.47e-05,1524,34183.711,0.024223956,0.008298683,1383.62,1361.85,2000-03-14
0.000241603,0.019865381,8.72e-05,1517,34189.081,-0.029766479,0.028175986,1359.15,1386.42,2000-03-15
0.000297171,0.045083991,4.59e-05,1490,34185.36,-0.046202601,0.046202601,1392.15,1456.35,2000-03-16
9.21e-05,-0.005731774,4.9e-05,1536,34189.606,0.014877423,0.003864232,1464.47,1456.1,2000-03-20
0.000161235,0.024708854,4.27e-05,1541,34195.391,-0.031991786,0.024708854,1456.63,1493.07,2000-03-21
7.87e-05,0.004261693,3.73e-05,1537,34186.692,-0.011696509,0.007382962,1493.87,1500.25,2000-03-22
0.00015118,0.017085849,7.3e-05,1532,34195.757,-0.025216391,0.020721551,1500.64,1526.5,2000-03-23
0.000156318,0.0009162,6.86e-05,1539,34186.912,0.0233965,0.016570624,1527.35,1528.75,2000-03-24
7.94e-05,-0.002654982,3.74e-05,1536,34193.186,0.010474112,0.004683084,1527.46,1523.41,2000-03-27
0.000156367,0.001034133,6.16e-05,1540,34184.674,-0.015788424,0.008946877,1507.73,1509.29,2000-03-29
0.000248407,-0.012863115,0.000131525,1535,34186.222,0.028578053,0.005856126,1508.52,1489.24,2000-03-30
0.000280516,0.010310128,0.000108542,1525,34195.154,-0.023152356,0.021120615,1487.92,1503.34,2000-03-31
0.000220282,0.00436128,9.13e-05,1428,34186.395,-0.013326094,0.00564274,1498.58,1505.13,2000-04-03
0.001287638,-0.007980069,0.000624771,1528,34184.755,0.074007676,0.01331748,1505.98,1494.01,2000-04-04
0.000517827,-0.004479051,0.000297282,1526,34189.649,-0.019071555,0.00787668,1494.73,1488.05,2000-04-05
0.000187628,0.008375645,5.25e-05,1513,34186.944,-0.016265075,0.016265075,1487.37,1499.88,2000-04-06
0.000105537,0.009697455,3.02e-05,1542,34190.717,-0.011483494,0.011483494,1501.34,1515.97,2000-04-07
0.000101442,-0.007420214,6.03e-05,1539,34191.911,0.015661464,0.007051284,1516.35,1505.14,2000-04-10
0.000261242,-0.003282304,0.000149743,1539,34196.448,-0.017349531,0.005528209,1504.46,1499.53,2000-04-11
0.000119575,-0.002254988,5.71e-05,791,34189.078,0.017217145,0.005655083,1500.59,1497.21,2000-04-12
0.000378766,-0.0183451,0.000214914,1536,34193.855,0.025198745,0.006853645,1467.17,1440.5,2000-04-13
0.001113511,-0.060443279,0.000720206,1558,34195.675,0.072775465,0,1440.51,1356.02,2000-04-14
0.000688554,0.030433849,0.000226009,1536,34182.518,-0.037721352,0.030433849,1356.56,1398.48,2000-04-17
0.000254561,0.027399746,7.8e-05,1541,34191.963,-0.030055781,0.027462228,1401.44,1440.37,2000-04-18
0.000164404,-0.009625746,0.000103595,1527,34189.919,0.015600897,0.004208638,1441.61,1427.8,2000-04-19
7.82e-05,0.0040549,3.5e-05,1540,34182.928,0.009232396,0.005449338,1427.47,1433.27,2000-04-20
0.000522011,-0.004198297,0.000366166,1540,34187.268,0.01923522,0,1434.54,1428.53,2000-04-24
0.000231947,0.032889986,2.97e-05,1539,34194.873,-0.032889986,0.032889986,1429.86,1477.67,2000-04-25
0.00010743,-0.010881767,6.16e-05,1535,34182.903,0.01726597,0.003533656,1477.44,1461.45,2000-04-26
0.000393348,0.001873684,0.000255535,1539,34183.339,-0.02351348,0.005515259,1460.99,1463.73,2000-04-27
0.000142608,-0.008480001,8.75e-05,1536,34192.464,0.016914576,0.005676999,1464.92,1452.55,2000-04-28
0.000137315,0.01068335,4.39e-05,1540,34194.266,-0.019715818,0.019715818,1452.43,1468.03,2000-05-01
0.000106567,-0.015394581,7.53e-05,1541,34187.602,0.015809656,0,1468.25,1445.82,2000-05-02
0.000257999,-0.021370485,0.000159807,1556,34196.399,0.033701535,0,1446.29,1415.71,2000-05-03
0.000120322,-0.003709791,5.9e-05,1538,34190.852,0.010907873,0.003780563,1415.1,1409.86,2000-05-04
0.000128403,0.016059684,3.58e-05,1537,34194.105,-0.021612645,0.018486244,1409.57,1432.39,2000-05-05
0.000130184,-0.006259823,9.48e-05,1541,34184.249,0.01093467,0,1432.63,1423.69,2000-05-08
0.00012658,-0.007435398,6.81e-05,1536,34196.369,0.019741642,0.00395238,1424.17,1413.62,2000-05-09
0.000273256,-0.021183897,0.000176211,1542,34191.193,0.026441666,0,1412.14,1382.54,2000-05-10
0.000197067,0.017602025,4.14e-05,1540,34194.561,-0.019447424,0.019447424,1383.05,1407.61,2000-05-11
8.44e-05,0.00906513,2.93e-05,1541,34190.055,-0.015730044,0.015730044,1407.81,1420.63,2000-05-12
7.94e-05,0.021099445,1.67e-05,1530,34188.811,-0.023969691,0.02131303,1420.96,1451.26,2000-05-15
0.000227696,0.008924775,0.000108225,1552,34193.504,-0.013446916,0.012344653,1452.36,1465.38,2000-05-16
0.000168243,-0.012112294,0.000140984,1541,34186.636,0.016762724,0,1466.04,1448.39,2000-05-17
7.59e-05,-0.007195323,4.22e-05,1537,34196.543,0.014689381,0.006993035,1447.8,1437.42,2000-05-18
0.000217156,-0.021848261,0.00016198,1541,34191.339,0.024989412,0,1437.21,1406.15,2000-05-19
0.000320578,-0.004880578,0.000187698,1536,34185.452,0.029862418,0.00232148,1406.95,1400.1,2000-05-22
0.000175202,-0.018990946,0.000118191,1536,34187.049,0.02139997,0.002125217,1400.72,1374.37,2000-05-23
0.000331808,0.018076214,0.000110909,1537,34183.367,-0.028988167,0.019826033,1373.86,1398.92,2000-05-24
0.000181161,-0.011936147,0.000106557,1539,34186.559,0.027040317,0.008965798,1399.05,1382.45,2000-05-25
0.00019413,-0.002173882,8.34e-05,1540,34186.713,0.015652764,0.007140466,1381.52,1378.52,2000-05-26
0.000209349,0.03100165,1.49e-05,1541,34191.887,-0.031205652,0.031205652,1378.02,1421.41,2000-05-30
0.000148903,-0.001540794,6.05e-05,1541,34189.909,-0.01332656,0.008435678,1422.44,1420.25,2000-05-31
0.00013726,0.018820787,3.53e-05,1541,34192.691,-0.019497545,0.019497545,1420.6,1447.59,2000-06-01
0.000315434,0.019344946,2.5e-05,1541,34196.928,-0.023479612,0.023479612,1448.81,1477.11,2000-06-02
0.000111263,-0.006417527,6.81e-05,1554,34195.497,0.008552232,0,1477.26,1467.81,2000-06-05
7.26e-05,-0.006974244,4.04e-05,1537,34195.921,0.011222787,0.002511102,1467.63,1457.43,2000-06-06
7.81e-05,0.009496281,2.77e-05,1537,34197.476,-0.013140704,0.011403752,1457.84,1471.75,2000-06-07
6.22e-05,-0.007305601,3.86e-05,1540,34187.834,0.012879374,0.002721663,1471.36,1460.65,2000-06-08
7.6e-05,-0.00278837,2.43e-05,1539,34193.478,0.012023974,0.007422765,1461.67,1457.6,2000-06-09
5.34e-05,-0.006887317,2.92e-05,1540,34193.47,0.011183823,0.004096064,1456.95,1446.95,2000-06-12
7.61e-05,0.015767159,2.16e-05,1538,34193.662,-0.019108752,0.016706145,1446,1468.98,2000-06-13
9.05e-05,0.000789105,4.35e-05,1537,34194.334,0.01055113,0.009502562,1469.44,1470.6,2000-06-14
8.14e-05,0.005208981,3.41e-05,1539,34191.987,-0.011803451,0.007769594,1470.54,1478.22,2000-06-15
5.18e-05,-0.008584618,3.41e-05,1541,34187.013,0.013838157,0.001378611,1478.73,1466.09,2000-06-16
5.45e-05,0.014830148,1.44e-05,1541,34192.26,-0.020272202,0.016571167,1464.46,1486.34,2000-06-19
8.87e-05,-0.006555762,5.61e-05,1538,34188.175,0.011455824,0.000813935,1486,1476.29,2000-06-20
9.09e-05,0.001766791,4.83e-05,1538,34184.918,-0.009286062,0.004218874,1475.95,1478.56,2000-06-21
9.64e-05,-0.017885635,6.57e-05,1540,34196.136,0.02120863,0,1479.13,1452.91,2000-06-22
8.28e-05,-0.00722903,4.19e-05,1539,34194.799,0.014603636,0.005069145,1452.18,1441.72,2000-06-23
8.11e-05,0.009569187,1.99e-05,1539,34191.48,-0.012533168,0.012533168,1441.48,1455.34,2000-06-26
4.55e-05,-0.002476764,2.49e-05,1540,34187.272,0.008034707,0.005468389,1455.31,1451.71,2000-06-27
7.68e-05,0.003331111,3.69e-05,1541,34194.537,-0.011685619,0.011685619,1450.55,1455.39,2000-06-28
0.000156336,-0.008386618,0.000108638,1540,34193.726,-0.014181199,0.000219934,1454.82,1442.67,2000-06-29
6.26e-05,0.00648893,2.43e-05,1523,34184.736,-0.010109687,0.007645461,1442.39,1451.78,2000-06-30
7.17e-05,-0.015408604,4.78e-05,1539,34194.072,0.018474658,0,1469.54,1447.07,2000-07-05
6.01e-05,0.007302672,2.43e-05,1539,34196.716,-0.015110339,0.010605764,1446.23,1456.83,2000-07-06
4.65e-05,0.015348392,8.77e-06,1541,34189.529,-0.018668995,0.018668995,1456.67,1479.2,2000-07-07
4.32e-05,-0.001854447,2.44e-05,1540,34193.834,-0.007882007,0.005078704,1478.9,1476.16,2000-07-10
8.12e-05,0.003051681,3.26e-05,1541,34196.55,-0.012361398,0.008872035,1475.62,1480.13,2000-07-11
7.79e-05,0.007675347,2.75e-05,1538,34183.156,-0.011107122,0.011107122,1480.88,1492.29,2000-07-12
3.57e-05,0.001826961,1.89e-05,1552,34186.118,-0.007850153,0.005657412,1492.92,1495.65,2000-07-13
4.86e-05,0.008812272,1.71e-05,1540,34193.941,-0.010097902,0.009348879,1495.84,1509.08,2000-07-14
2.52e-05,0.000324455,1.28e-05,1529,34189.158,-0.007827712,0.004783307,1509.98,1510.47,2000-07-17
5.14e-05,-0.010602252,3.65e-05,1539,34192.898,0.012631663,0,1510.49,1494.56,2000-07-18
5.05e-05,-0.007425037,2.73e-05,1538,34186.6,0.010506,0.00121099,1493.74,1482.69,2000-07-19
8.9e-05,0.009235475,2.15e-05,1537,34184.124,-0.013238923,0.013238923,1481.96,1495.71,2000-07-20
4.01e-05,-0.010039732,2.94e-05,1540,34185.089,0.011831114,0,1495.57,1480.63,2000-07-21
5.27e-05,-0.010322041,3.13e-05,1538,34184.132,0.01492398,0.003809811,1480.19,1464.99,2000-07-24
9.51e-05,0.006297186,3.11e-05,1539,34187.49,-0.008121057,0.008121057,1464.29,1473.54,2000-07-25
9.78e-05,-0.011596547,6.73e-05,1534,34190.432,0.01328583,0,1474.47,1457.47,2000-07-26
0.000131108,-0.001522757,7.8e-05,1539,34182.974,0.013299119,0.008405658,1452.42,1450.21,2000-07-27
0.000158264,-0.020884047,0.000107891,1537,34186.984,0.029087537,0.004357155,1449.62,1419.66,2000-07-28
0.000109865,0.008010705,3.59e-05,1528,34188.461,-0.013227048,0.012395653,1419.89,1431.31,2000-07-31
8.29e-05,0.004984656,4.15e-05,1540,34187.403,-0.010096102,0.008788314,1430.83,1437.98,2000-08-01
7.57e-05,0.000827139,3.85e-05,1538,34190.28,-0.012415545,0.009288485,1438.1,1439.29,2000-08-02
0.000145585,0.009332834,8.21e-05,1539,34190.754,-0.019484563,0.010709117,1438.7,1452.19,2000-08-03
8.31e-05,0.006471004,2.84e-05,1539,34183.543,-0.007754956,0.007018054,1452.56,1461.99,2000-08-04
4.32e-05,0.010803198,1.33e-05,1537,34192.434,-0.013550334,0.012141208,1462.93,1478.82,2000-08-07
4.19e-05,0.002410364,2.14e-05,1531,34189.196,-0.007974314,0.003428127,1479.32,1482.89,2000-08-08
6.73e-05,-0.006033813,3.69e-05,1539,34195.207,0.012837615,0.00506538,1482.8,1473.88,2000-08-09
4.58e-05,-0.008701103,2.98e-05,1539,34190.611,0.010316605,0.001526464,1472.87,1460.11,2000-08-10
5.8e-05,0.007300797,2.24e-05,1540,34190.725,-0.015365901,0.010429925,1460.25,1470.95,2000-08-11
2.7e-05,0.012752614,7.73e-06,1526,34186.29,-0.01546595,0.013269006,1471.84,1490.73,2000-08-14
3.61e-05,-0.004239444,2.28e-05,1535,34196.036,-0.006687505,0.000851095,1491.56,1485.25,2000-08-15
3.9e-05,-0.00278609,2.06e-05,1532,34195.755,0.012705146,0.006881277,1484.43,1480.3,2000-08-16
4.9e-05,0.01026574,1.3e-05,1540,34184.367,-0.013070941,0.013070941,1479.85,1495.12,2000-08-17
3.36e-05,-0.002529817,1.92e-05,1540,34195.847,0.006986998,0.002243366,1496.07,1492.29,2000-08-18
5.28e-05,0.004815032,1.57e-05,1541,34189.946,0.00782243,0.007426835,1491.72,1498.92,2000-08-21
3.93e-05,-0.000587042,2.25e-05,1536,34185.702,0.007053154,0.005785245,1499.48,1498.6,2000-08-22
3.61e-05,0.009359922,1.35e-05,1539,36443.778,-0.011799704,0.010176338,1491.94,1505.97,2000-08-23
2.23e-05,0.001711716,1.11e-05,1539,34186.202,-0.006546168,0.003440359,1505.97,1508.55,2000-08-24
2.3e-05,-0.000908714,1.24e-05,1539,34191.096,0.005280938,0.003230186,1508.31,1506.94,2000-08-25
3.44e-05,0.005566141,1.42e-05,1540,34207.154,-0.0112918,0.0112918,1506.72,1515.13,2000-08-28
3.26e-05,-0.002585749,2.12e-05,1539,34191.324,-0.00615843,0.000455615,1514.09,1510.18,2000-08-29
2.68e-05,-0.004274475,1.82e-05,1539,34188.907,0.006862652,0.000384073,1509.84,1503.4,2000-08-30
4.48e-05,0.010703927,1.15e-05,1541,34193.183,-0.01494182,0.01494182,1502.59,1518.76,2000-08-31
7.63e-05,0.001823491,2.88e-05,1536,34181.854,0.009350772,0.008084882,1517.68,1520.45,2000-09-01
5.44e-05,-0.008737602,3.92e-05,1554,34196.949,0.010915703,0,1520.77,1507.54,2000-09-05
5.08e-05,-0.009574045,2.7e-05,1539,34184.86,0.013098095,0.003503953,1507.08,1492.72,2000-09-06
4.87e-05,0.006985097,1.35e-05,1539,34194.171,-0.008654019,0.008654019,1492.25,1502.71,2000-09-07
4.71e-05,-0.006135214,2.96e-05,1540,34185.391,0.008407904,0,1502.51,1493.32,2000-09-08
7.44e-05,-0.003908599,3.54e-05,1539,34187.552,0.015741509,0.008043841,1494.5,1488.67,2000-09-11
5.24e-05,-0.005224264,2.68e-05,1536,34182.57,0.011120894,0.004836331,1489.26,1481.5,2000-09-12
0.00010819,0.001416011,5.61e-05,1530,34196.129,-0.008948681,0.003576616,1481.99,1484.09,2000-09-13
7.13e-05,-0.002954033,3.05e-05,1540,34192.314,0.011659506,0.006210012,1484.91,1480.53,2000-09-14
5.42e-05,-0.009921632,3.49e-05,1541,34189.621,0.014103417,6.08e-05,1480.87,1466.25,2000-09-15
6.33e-05,-0.014720904,3.74e-05,1541,34190.733,0.017768683,0.001336251,1465.81,1444.39,2000-09-18
0.00010067,0.010632025,3.19e-05,1538,34185.023,-0.011350969,0.011350969,1444.51,1459.95,2000-09-19
0.000132255,-0.006025377,7.95e-05,1555,34190.047,0.020433436,0.000404056,1459.9,1451.13,2000-09-20
0.000126219,-0.001627407,7.09e-05,1542,34185.091,-0.011401716,0.000984811,1451.34,1448.98,2000-09-21
0.00045925,-0.000483192,0.000378007,1533,34191.254,0.018710232,0,1449.05,1448.35,2000-09-22
8.05e-05,-0.006426259,3.89e-05,1535,34190.263,0.01464068,0.005884414,1448.72,1439.44,2000-09-25
0.000106011,-0.007582373,5.27e-05,1535,34193.935,0.015418279,0.006013722,1439.03,1428.16,2000-09-26
0.000150012,-0.000785056,5.89e-05,1532,34188.519,0.01182791,0.006446341,1427.21,1426.09,2000-09-27
8.88e-05,0.022834653,1.79e-05,1539,34189.4,-0.024783953,0.024286131,1426.57,1459.52,2000-09-28
0.000122277,-0.014706909,8.38e-05,1539,34191.087,0.014741705,0,1458.29,1437,2000-09-29
0.000115855,-0.000515267,5.95e-05,1538,34183.353,0.010892808,0.006224842,1436.52,1435.78,2000-10-02
0.000116626,-0.007225445,5.96e-05,1540,34183.871,0.020324477,0.012860557,1436.23,1425.89,2000-10-03
0.000180222,0.005627477,9.07e-05,1539,34186.795,-0.016581271,0.009440319,1426.46,1434.51,2000-10-04
0.000101008,0.001414304,5.39e-05,1541,34194.926,-0.008602368,0.006843893,1434.32,1436.35,2000-10-05
0.000177242,-0.019879078,0.000116227,1541,34196.341,0.03256213,0.004875721,1436.28,1408.01,2000-10-06
9.88e-05,-0.005123144,4.61e-05,1541,34193.615,-0.012283492,0.000496686,1408.99,1401.79,2000-10-09
0.000164745,-0.011737409,0.000100148,1541,34195.953,0.017890103,0.004838386,1402.03,1385.67,2000-10-10
0.000413341,-0.016904637,0.000228499,1541,34190.617,0.027297443,0,1387.02,1363.77,2000-10-11
0.000537032,-0.026419713,0.000320821,1541,34187.218,0.03468359,0.007548804,1364.59,1329.01,2000-10-12
0.00017254,0.032188524,3.66e-05,1541,34188.212,-0.034533696,0.032297746,1329.78,1373.28,2000-10-13
9.22e-05,-0.000393042,4.44e-05,1541,34195.356,0.010508233,0.003856704,1374.17,1373.63,2000-10-16
0.000144857,-0.017539546,8.12e-05,1541,34194.493,0.028386274,0.004623304,1374.62,1350.72,2000-10-17
0.000663483,-0.006398345,0.000394295,1541,34187.792,-0.038210204,0.004936056,1349.97,1341.36,2000-10-18
0.000344487,0.034095751,3.74e-05,1541,34189.048,-0.034995482,0.034995482,1342.13,1388.68,2000-10-19
9.54e-05,0.005235558,4.68e-05,1548,34218.43,-0.018834811,0.014092746,1388.76,1396.05,2000-10-20
8.85e-05,-0.000501224,4e-05,1541,34181.791,0.013747618,0.007154377,1396.93,1396.23,2000-10-23
0.000155383,0.001424711,5.07e-05,1541,34196.679,0.019624208,0.014128327,1395.78,1397.77,2000-10-24
0.000230831,-0.02392992,0.000155863,1541,34193.31,0.026027249,0,1398.13,1365.07,2000-10-25
0.000297523,-0.000776915,0.000149625,1539,34186.207,0.025790124,0.005713007,1364.9,1363.84,2000-10-26
0.000231348,0.010527487,8.28e-05,1541,34185.869,-0.014872759,0.014645534,1364.44,1378.88,2000-10-27
0.000128032,0.013549621,4.4e-05,1542,34188.72,-0.021199262,0.019225701,1379.58,1398.4,2000-10-30
0.000100013,0.021418275,1.99e-05,1538,34191.409,-0.023711053,0.023711053,1398.66,1428.94,2000-10-31
0.000136453,-0.006266973,7.77e-05,1541,34188.606,0.013485882,0.000139909,1429.4,1420.47,2000-11-01
8.74e-05,0.004983271,2.87e-05,1541,34181.731,0.008506217,0.008442889,1421.22,1428.32,2000-11-02
6.27e-05,-0.001359162,3.72e-05,1537,34195.906,-0.008612135,0.003417755,1428.32,1426.38,2000-11-03
3.41e-05,0.002397806,1.49e-05,1518,34412.416,0.007494331,0.006766162,1428.76,1432.19,2000-11-06
5.11e-05,0.000174543,2.9e-05,1175,34194.143,-0.009064647,0.002809921,1432.19,1432.44,2000-11-07
0.000123059,-0.016129439,8.73e-05,1541,34183.444,0.019900595,0.003771156,1431.87,1408.96,2000-11-08
0.000345906,-0.006971051,0.000201417,1541,34188.579,0.0285018,0,1409.28,1399.49,2000-11-09
0.000209572,-0.023982935,0.000158302,1541,34191.76,0.023982935,0,1400.14,1366.96,2000-11-10
0.000395465,-0.010923439,0.000237121,1541,34185.131,0.02773131,0,1365.98,1351.14,2000-11-13
0.000291714,0.023333246,5.54e-05,1541,34183.879,-0.028309421,0.028309421,1351.26,1383.16,2000-11-14
0.000131379,0.004329167,8.14e-05,1541,34182.903,0.015310454,0.009363452,1382.95,1388.95,2000-11-15
0.000114545,-0.011957726,7.4e-05,1541,34194.275,0.01756233,0.003497951,1389.81,1373.29,2000-11-16
0.000291507,-0.002992113,0.000124073,1541,34195.726,0.021384554,0.009089092,1372.32,1368.22,2000-11-17
0.000184162,-0.01897663,0.000125123,1541,34182.305,0.019230013,0,1367.72,1342.01,2000-11-20
0.000122322,0.003457394,5.78e-05,1541,34184.072,-0.016546265,0.009820386,1342.62,1347.27,2000-11-21
0.000255034,-0.018880501,0.000151591,1541,34190.479,0.019024217,0,1347.35,1322.15,2000-11-22
0.000141682,0.014571619,1.36e-05,1056,34194.814,-0.016105727,0.016105727,1322.36,1341.77,2000-11-24
0.000191732,0.006329746,5.1e-05,1541,34186.156,-0.01533161,0.01533161,1341.77,1350.29,2000-11-27
0.000138249,-0.009848406,7.05e-05,1541,34185.909,0.017318539,0.007267978,1348.97,1335.75,2000-11-28
0.000191608,0.004607322,8.48e-05,1541,34192.927,-0.017228561,0.012118565,1336.09,1342.26,2000-11-29
0.0004498,-0.021147436,0.00028491,1541,34183.398,0.0356605,0,1341.91,1313.83,2000-11-30
0.000205794,-0.000319455,9.61e-05,1540,34191.353,0.020934334,0.014885428,1314.95,1314.53,2000-12-01
0.000190779,0.007537029,6.36e-05,1541,34184.493,-0.016523922,0.012753078,1315.18,1325.13,2000-12-04
0.000212253,0.037202086,2.31e-05,1537,34181.884,-0.037391133,0.037391133,1324.97,1375.19,2000-12-05
0.000195785,-0.019231503,0.000133978,1541,34193.881,0.022324438,0,1376.54,1350.32,2000-12-06
9.77e-05,-0.005423647,5.3e-05,1541,34189.403,0.010576607,0.001508341,1351.46,1344.15,2000-12-07
0.000321175,0.020225036,7.36e-05,1541,34193.163,-0.027007236,0.027007236,1343.55,1371,2000-12-08
8.88e-05,0.008844695,3.67e-05,1536,34187.922,-0.018095867,0.013889616,1369.89,1382.06,2000-12-11
7.25e-05,-0.006301511,3.89e-05,1541,34192.219,0.007271331,5.07e-05,1380.2,1371.53,2000-12-12
0.000190179,-0.008363469,8.13e-05,1541,34185.348,0.019925595,0.010620339,1371.18,1359.76,2000-12-13
0.00015194,-0.014449588,9.56e-05,1541,34188.593,0.014449588,0,1359.99,1340.48,2000-12-14
0.000244741,-0.012736158,0.000196046,1370,34196.393,0.026869217,0,1340.93,1323.96,2000-12-15
0.000214477,0.007508985,4.4e-05,1540,34195.53,-0.01525477,0.01525477,1312.15,1322.04,2000-12-18
0.000329295,-0.013201286,0.000233027,1547,34223.848,0.031107787,0.017592422,1322.96,1305.61,2000-12-19
0.000477457,-0.031566868,0.000384981,1526,34187.223,0.034630773,0,1305.6,1265.03,2000-12-20
0.000230074,0.007240043,9.87e-05,1530,34189.065,-0.024605672,0.016133367,1264.74,1273.93,2000-12-21
