"SPX2.rv","SPX2.r","SPX2.rs","SPX2.nobs","SPX2.open","SPX2.highlow","SPX2.highopen","SPX2.openprice","SPX2.closeprice","DATE"
6.08e-05,0.000524231,2.98e-05,1541,34194.654,-0.008198348,0.004530947,1010.74,1011.27,2003-06-17
6.01e-05,-0.002058143,3.65e-05,1540,34192.061,-0.010407426,0.003414286,1011.66,1009.58,2003-06-18
8.03e-05,-0.015504341,6.38e-05,1541,34181.331,0.018101577,0.001118087,1010.09,994.55,2003-06-19
9.27e-05,0.001095208,3.55e-05,1541,34184.579,0.008749962,0.007401914,994.7,995.79,2003-06-20
5.59e-05,-0.014496599,4.12e-05,1541,34191.345,0.018539979,0,995.69,981.36,2003-06-23
5.61e-05,0.002360603,3e-05,1541,34193.308,-0.008907386,0.006296099,981.64,983.96,2003-06-24
0.000129909,-0.007368583,9.43e-05,1541,34195.187,0.017066267,0.00829334,983.45,976.23,2003-06-25
7.02e-05,0.010434239,2.65e-05,1541,34188.92,-0.012987792,0.011428113,975.32,985.55,2003-06-26
8e-05,-0.009652653,5.72e-05,1526,34185.852,0.014863989,0.003099207,985.82,976.35,2003-06-27
0.000118424,-0.001199219,5.27e-05,1541,34194.153,0.010228935,0.007541506,976.22,975.05,2003-06-30
0.000113003,0.008084218,5.39e-05,1541,34182.179,-0.021755186,0.008949063,974.5,982.41,2003-07-01
5.46e-05,0.010964589,1.89e-05,1541,34182.206,-0.011598733,0.011598733,982.32,993.15,2003-07-02
0.000136225,-0.008133617,9.81e-05,1065,34189.167,0.011787797,0.001257071,993.75,985.7,2003-07-03
0.000126721,0.018415172,1.71e-05,1541,34185.514,-0.019947831,0.019947831,985.7,1004.02,2003-07-07
5.83e-05,0.002853296,2.93e-05,1541,34188.253,-0.010151259,0.004470191,1004.42,1007.29,2003-07-08
9e-05,-0.005671713,5.44e-05,1541,34187.516,0.012207659,0.002566556,1007.84,1002.14,2003-07-09
0.000112014,-0.013298843,8.61e-05,1541,34181.441,0.01871303,0,1002.21,988.97,2003-07-10
7.59e-05,0.009652866,2.59e-05,1541,34182.217,-0.01222396,0.01222396,988.7,998.29,2003-07-11
0.000201353,0.005913512,6.08e-05,1541,34194.274,-0.017154204,0.017154204,998.14,1004.06,2003-07-14
0.000125016,-0.003752574,5.95e-05,1541,34187.467,0.012899674,0.005711548,1003.86,1000.1,2003-07-15
6.34e-05,-0.006458105,4.41e-05,1541,34183.106,0.01422165,0.003044082,1000.42,993.98,2003-07-16
0.000104588,-0.011809906,7.69e-05,1540,34185.665,0.015614228,0,994,982.33,2003-07-17
7.61e-05,0.010870388,2.54e-05,1541,34187.056,-0.012702921,0.012672363,981.73,992.46,2003-07-18
7.18e-05,-0.014909452,5.71e-05,1541,34193.078,0.017969452,0,993.32,978.62,2003-07-21
0.000110912,0.00931488,3.57e-05,1541,34192.899,-0.014453279,0.011670498,978.8,987.96,2003-07-22
4.05e-05,0.000212504,1.91e-05,1541,34192.024,-0.010225256,0.001769491,988.11,988.32,2003-07-23
0.000112086,-0.007075274,5.05e-05,1540,34187.4,0.01800085,0.010344746,988.61,981.64,2003-07-24
8.54e-05,0.016970104,2.76e-05,1541,34190.788,-0.021547999,0.017280553,981.6,998.4,2003-07-25
8.94e-05,-0.001944453,4.95e-05,1541,34193.204,0.007110401,0.002000641,998.68,996.74,2003-07-28
0.00013589,-0.007433331,8.8e-05,1540,34186.913,0.014616029,0.002125144,996.52,989.14,2003-07-29
5.08e-05,-0.001881925,2.89e-05,1541,34189.819,0.006732126,0.003370506,989.28,987.42,2003-07-30
0.000204413,0.002669877,9.27e-05,1541,34181.339,-0.017168407,0.017168407,987.49,990.13,2003-07-31
8e-05,-0.010465454,4.99e-05,1541,34182.511,0.011629396,0,990.31,980,2003-08-01
0.00011926,0.002669494,6.03e-05,1541,34183.945,-0.019421467,0.005697152,980.15,982.77,2003-08-04
0.000144271,-0.017893826,0.000105371,1541,34185.53,0.018328978,0,982.82,965.39,2003-08-05
0.000101726,0.002038399,4.53e-05,1541,34189.128,-0.015388256,0.010591486,965.46,967.43,2003-08-06
6.78e-05,0.007438042,3.19e-05,1541,34191.747,-0.011420089,0.008043422,967.08,974.3,2003-08-07
6.25e-05,0.003709287,2.66e-05,1495,34205.82,0.006897285,0.006599536,974.12,977.74,2003-08-08
5.63e-05,0.002778489,2.72e-05,1541,34187.039,0.011481651,0.008018178,977.59,980.31,2003-08-11
5.86e-05,0.009863594,1.87e-05,1541,34192.767,-0.0105675,0.009863594,980.59,990.31,2003-08-12
4.06e-05,-0.006747609,2.54e-05,1541,34194.815,0.01180747,0.002168597,990.35,983.69,2003-08-13
5.59e-05,0.006200062,2.34e-05,1541,34182.688,-0.011712526,0.007975993,984.03,990.15,2003-08-14
1.46e-05,0.002719027,5.46e-06,1535,36078.469,0.005344824,0.004453721,987.98,990.67,2003-08-15
3.62e-05,0.009203783,7.78e-06,1541,34190.103,-0.009723736,0.009723736,990.67,999.83,2003-08-18
4.72e-05,0.002956395,2.1e-05,1541,34190.533,0.008005647,0.003554601,999.74,1002.7,2003-08-19
4.83e-05,-0.002157261,3.52e-05,1541,34181.521,-0.006919474,0.001186506,1002.35,1000.19,2003-08-20
8.2e-05,0.003263688,3.39e-05,1541,34191.775,0.010155101,0.009184921,1000.3,1003.57,2003-08-21
0.000112457,-0.010430277,4.34e-05,1541,34190.075,0.018357198,0.007685166,1003.27,992.86,2003-08-22
3.5e-05,0.000302051,1.93e-05,1540,34188.7,-0.005733046,0.000533562,993.06,993.36,2003-08-25
7.86e-05,0.003375565,4.01e-05,1541,34184.911,-0.014494324,0.00423772,993.71,997.07,2003-08-26
1.83e-05,0.000641894,8.33e-06,1540,34185.595,-0.00474044,0.001323454,996.73,997.37,2003-08-27
5.27e-05,0.00650973,2.62e-05,1541,34192.135,-0.012728556,0.007326699,996.79,1003.3,2003-08-28
5.62e-05,0.005112353,2.61e-05,1541,34190.979,-0.009291184,0.005975093,1002.84,1007.98,2003-08-29
7.23e-05,0.013998643,2.26e-05,1541,34189.703,-0.016684639,0.014360534,1008.01,1022.22,2003-09-02
5.84e-05,0.003877053,2.58e-05,1541,34190.744,-0.007166113,0.007166113,1021.99,1025.96,2003-09-03
2.94e-05,0.001606473,1.44e-05,1541,34186.22,-0.006805268,0.002821782,1026.27,1027.92,2003-09-04
5.96e-05,-0.00679365,3.6e-05,1541,34191.924,0.010764976,0.001205534,1027.97,1021.01,2003-09-05
4.46e-05,0.01007256,1.12e-05,1540,34190.96,-0.01073143,0.01073143,1021.39,1031.73,2003-09-08
4.91e-05,-0.008107298,3.67e-05,1541,34188.707,0.010230119,0,1031.64,1023.31,2003-09-09
5.54e-05,-0.012292174,4.32e-05,1541,34190.482,0.013212779,0,1023.17,1010.67,2003-09-10
5.82e-05,0.005229054,1.61e-05,1432,34189.124,-0.009804193,0.009804193,1010.92,1016.22,2003-09-11
5.81e-05,0.001867561,3.14e-05,1541,34182.842,-0.011779001,0.003172782,1016.42,1018.32,2003-09-12
3.17e-05,-0.004082421,1.99e-05,1484,34195.485,0.00609824,0.001138137,1018.63,1014.48,2003-09-15
3.39e-05,0.013856899,4.64e-06,1541,34188.377,-0.014527248,0.014527248,1014.81,1028.97,2003-09-16
3.01e-05,-0.003152674,1.82e-05,1541,34181.264,0.006624957,0.001960538,1029.32,1026.08,2003-09-17
3.22e-05,0.012937768,7.25e-06,1541,34182.108,-0.013950495,0.013736041,1025.97,1039.33,2003-09-18
3.07e-05,-0.003073265,1.84e-05,1540,34185.509,0.008107448,0.000682735,1039.58,1036.39,2003-09-19
0.000117461,-0.013513654,0.00010213,1541,34186.715,0.017522107,0,1036.3,1022.39,2003-09-22
4.81e-05,0.005712909,1.88e-05,1540,34187.423,-0.008364008,0.007111782,1022.82,1028.68,2003-09-23
5.99e-05,-0.019210983,4.59e-05,1541,34181.3,0.020503377,0.000777129,1029.03,1009.45,2003-09-24
7.66e-05,-0.005822462,4.04e-05,1541,34193.011,0.012459554,0.00650754,1009.38,1003.52,2003-09-25
9.49e-05,-0.006098677,4.95e-05,1541,34184.173,0.007371766,0.000179397,1003.27,997.17,2003-09-26
7.13e-05,0.009335831,2.44e-05,1541,34180.901,-0.011567405,0.010021344,996.85,1006.2,2003-09-29
0.000134887,-0.010205087,9.12e-05,1541,34189.072,0.016245212,0,1006.58,996.36,2003-09-30
7.91e-05,0.021396609,1.97e-05,1541,34189.7,-0.021691403,0.021691403,995.97,1017.51,2003-10-01
5.47e-05,0.001834854,2.68e-05,1541,34189.917,-0.008343004,0.003578277,1018.22,1020.09,2003-10-02
0.000230853,0.009501491,3.78e-05,1541,34182.314,-0.018519138,0.018519138,1020.24,1029.98,2003-10-03
2.4e-05,0.00422469,1.08e-05,1541,34181.66,-0.007097138,0.006417196,1029.85,1034.21,2003-10-06
7.3e-05,0.004196721,4.27e-05,1541,34182.15,-0.012482791,0.004562496,1034.35,1038.7,2003-10-07
3.41e-05,-0.005432095,2.04e-05,1541,34185.6,0.008807226,0.000798334,1039.25,1033.62,2003-10-08
0.00012518,0.004227928,3.46e-05,1541,34192.309,-0.013928738,0.013928738,1033.78,1038.16,2003-10-09
2.65e-05,-0.000269596,1.16e-05,1541,34188.013,0.004911932,0.002029266,1038.73,1038.45,2003-10-10
5.03e-05,0.006854668,9.52e-06,1541,34197.622,-0.010388409,0.010388409,1038.06,1045.2,2003-10-13
2.86e-05,0.003628555,1.37e-05,1541,34187.299,-0.008104726,0.003781048,1045.35,1049.15,2003-10-14
2.25e-05,0.00267005,8.68e-06,1185,43201.714,0.007473677,0.005399473,1047.27,1050.07,2003-10-16
4.54e-05,-0.010646241,3.53e-05,1541,34187.573,0.014680867,0.001741224,1050.07,1038.95,2003-10-17
3.69e-05,0.004588617,1.57e-05,1541,34193.128,-0.007835034,0.004761,1039.32,1044.1,2003-10-20
3.29e-05,0.00101415,1.83e-05,1541,34183.812,-0.005805656,0.003716713,1044.68,1045.74,2003-10-21
0.00010232,-0.014666846,8.74e-05,1541,34186.14,0.017007573,0,1046.03,1030.8,2003-10-22
6.24e-05,0.002936404,3.4e-05,1541,34186.373,-0.009285424,0.004918201,1030.36,1033.39,2003-10-23
0.000101885,-0.00495533,7.94e-05,1541,34193.969,0.015058104,0,1033.77,1028.66,2003-10-24
5.51e-05,0.001728491,1.96e-05,1541,34184.034,-0.008554918,0.008554918,1028.91,1030.69,2003-10-27
4.49e-05,0.014384997,8.76e-06,1541,34184.799,-0.014471029,0.014471029,1031.13,1046.07,2003-10-28
4.8e-05,0.001241121,2.63e-05,1541,34187.418,-0.006191556,0.002899908,1046.79,1048.09,2003-10-29
7.47e-05,-0.001470392,3.69e-05,1313,34194.348,0.008585218,0.004483736,1048.11,1046.57,2003-10-30
4.1e-05,0.003089954,1.66e-05,1541,34186.426,-0.005857076,0.005857076,1046.94,1050.18,2003-10-31
4.64e-05,0.007830611,1.16e-05,1541,34184.28,-0.010160351,0.010160351,1050.71,1058.97,2003-11-03
3.56e-05,-0.005415859,2.68e-05,1541,34187.807,0.00693605,0,1059.02,1053.3,2003-11-04
5.17e-05,-0.001330103,3.09e-05,1540,34185.913,0.009202607,0.001224031,1053.25,1051.85,2003-11-05
3.65e-05,0.00558425,1.52e-05,1541,34171.192,-0.011406336,0.006755918,1051.81,1057.7,2003-11-06
4.79e-05,-0.004433043,2.69e-05,1541,34169.688,0.009666389,0.004093496,1058.05,1053.37,2003-11-07
2.06e-05,-0.006047436,1.27e-05,1541,34164.775,0.007688571,0.000417683,1053.21,1046.86,2003-11-10
2.06e-05,-0.000754742,9.02e-06,1540,34173.395,-0.004560913,0.001069039,1047.11,1046.32,2003-11-11
2.69e-05,0.011363003,5.62e-06,1540,34193.526,-0.011901341,0.011901341,1046.57,1058.53,2003-11-12
3.84e-05,-0.000255096,2.37e-05,1541,34185.9,-0.006305108,0.001000859,1058.56,1058.29,2003-11-13
5.01e-05,-0.007949047,3.21e-05,1541,34180.627,0.014717847,0.004938607,1058.41,1050.03,2003-11-14
8.77e-05,-0.00687846,5.95e-05,1541,34180.952,0.01445152,0,1050.35,1043.15,2003-11-17
6.07e-05,-0.008999488,3.36e-05,1541,34171.986,0.013912516,0.004913028,1043.63,1034.28,2003-11-18
3.79e-05,0.008185716,1.2e-05,1539,34169.333,-0.009431762,0.009431762,1034.15,1042.65,2003-11-19
8.98e-05,-0.008293767,6.19e-05,1464,34182.545,0.012558461,0.003868032,1042.44,1033.83,2003-11-20
5.55e-05,0.001392152,2.59e-05,1541,34185.464,0.006158268,0.003785213,1033.65,1035.09,2003-11-21
7.04e-05,0.01579303,7.17e-06,1541,34191.566,-0.015802538,0.015802538,1035.28,1051.76,2003-11-24
2.98e-05,0.002022514,1.47e-05,1541,34194.001,-0.008294786,0.005658434,1052.08,1054.21,2003-11-25
4.18e-05,0.003854445,1.54e-05,1541,34193.074,-0.009654848,0.004317493,1053.89,1057.96,2003-11-26
8.32e-06,-0.000236222,4.3e-06,1108,34192.388,-0.003645985,0.002057497,1058.45,1058.2,2003-11-28
5.9e-05,0.010930406,9.45e-06,1541,34191.836,-0.011528453,0.011528453,1058.2,1069.83,2003-12-01
2.55e-05,-0.003594836,1.71e-05,1470,34188.951,0.005616835,0.001027394,1070.12,1066.28,2003-12-02
4.95e-05,-0.001604482,2.31e-05,1541,34189.637,0.008778998,0.007174517,1066.62,1064.91,2003-12-03
3.35e-05,0.00507758,1.06e-05,1541,34185.134,-0.006768184,0.005283137,1064.73,1070.15,2003-12-04
6.06e-05,-0.007365427,4.49e-05,1541,34194.324,0.009043122,0,1069.72,1061.87,2003-12-05
2.44e-05,0.007012566,9.85e-06,1540,34184.673,-0.008129516,0.007592395,1061.5,1068.97,2003-12-08
5.02e-05,-0.008810795,3.27e-05,1541,34187.418,0.01199395,0.002465862,1069.3,1059.92,2003-12-09
3.41e-05,-0.001529211,1.9e-05,1541,34181.274,0.009081393,0.002675209,1060.18,1058.56,2003-12-10
3.1e-05,0.011435241,8.09e-06,1540,34196.587,-0.01367315,0.01367315,1059.05,1071.23,2003-12-11
2.63e-05,0.00275011,1.33e-05,1541,34189.435,-0.006646776,0.00330853,1071.21,1074.16,2003-12-12
0.000103944,-0.005395579,3.28e-05,1541,34184.771,0.013491165,0.008020702,1074.14,1068.36,2003-12-15
3.95e-05,0.006523375,1.22e-05,1541,34184.582,-0.007369505,0.007369505,1068.04,1075.03,2003-12-16
2.16e-05,0.000799584,1.09e-05,1502,34186.697,-0.005028693,0.00131061,1075.13,1075.99,2003-12-17
2e-05,0.011398082,4.98e-06,1535,34184.485,-0.012022416,0.012022416,1076.48,1088.82,2003-12-18
3.23e-05,-0.000743955,1.83e-05,1541,34186.011,0.006316536,0.001724581,1089.18,1088.37,2003-12-19
1.93e-05,0.00341122,9.48e-06,1541,34189.568,-0.005746984,0.003429528,1088.66,1092.38,2003-12-22
1.51e-05,0.002485609,5.93e-06,1541,34188.185,-0.004770007,0.003662289,1092.94,1095.66,2003-12-23
1.13e-05,-0.00180817,7.04e-06,1066,34182.042,-0.003352933,0.000346649,1096.02,1094.04,2003-12-24
6.99e-06,0.001689552,2.61e-06,1066,34190.663,-0.004041036,0.004041036,1094.04,1095.89,2003-12-26
2.5e-05,0.011711531,5.16e-06,1518,34186.452,-0.011747605,0.011747605,1095.89,1108.8,2003-12-29
1.14e-05,-0.000468798,5.75e-06,1405,34183.671,-0.003014225,0.000243328,1109.48,1108.96,2003-12-30
1.95e-05,0.000171212,1.02e-05,1541,34195.721,-0.005723908,0.002628028,1109.64,1109.83,2003-12-31
4.92e-05,-0.003910796,2.01e-05,1470,34181.266,0.012383642,0.006213121,1111.92,1107.58,2004-01-02
5.57e-05,0.011427671,6.47e-06,1541,34183.347,-0.011650617,0.011650617,1108.48,1121.22,2004-01-05
2.23e-05,0.001131046,1.23e-05,1541,34191.467,-0.005368063,0.001994054,1122.22,1123.49,2004-01-06
2.98e-05,0.001947074,1.54e-05,1541,34193.195,-0.00839318,0.001947074,1123.67,1125.86,2004-01-07
3.24e-05,0.003828129,1.35e-05,1541,34188.44,-0.005213471,0.003951944,1126.33,1130.65,2004-01-08
7.12e-05,-0.009185816,5.36e-05,1541,34190.828,0.009783372,0,1131.92,1121.57,2004-01-09
2.18e-05,0.007950686,4.28e-06,1541,34187.808,-0.008463751,0.008463751,1121.22,1130.17,2004-01-14
4.78e-05,0.001325944,2.69e-05,1541,34186.287,-0.011151463,0.005812252,1130.52,1132.02,2004-01-15
3.79e-05,0.006366336,1.3e-05,1541,34192.294,-0.006778792,0.006778792,1132.05,1139.28,2004-01-16
2.58e-05,-0.0005002,1.32e-05,1541,34195.291,0.006610129,0.002716012,1139.83,1139.26,2004-01-20
3.54e-05,0.007541065,1.26e-05,1541,34189.286,-0.012776957,0.009126017,1138.77,1147.39,2004-01-21
3.48e-05,-0.003010749,1.98e-05,1541,34193.815,0.006540189,0.00251509,1147.62,1144.17,2004-01-22
4.16e-05,-0.00264349,2.13e-05,1541,34181.575,0.011770191,0.005553027,1143.94,1140.92,2004-01-23
2.84e-05,0.011722014,9.72e-06,1541,34194.641,-0.012524223,0.012042306,1141.55,1155.01,2004-01-26
3.37e-05,-0.009557633,2.13e-05,1541,34182.896,0.009557633,0,1155.37,1144.38,2004-01-27
0.000100301,-0.013295459,7.88e-05,1541,34181.989,0.019898356,0.004439238,1144.05,1128.94,2004-01-28
8.57e-05,0.004764966,3.48e-05,1541,34192.432,-0.010643631,0.005223467,1128.48,1133.87,2004-01-29
5.09e-05,-0.002657592,2.78e-05,1541,34192.682,0.005694343,5.29e-05,1134.11,1131.1,2004-01-30
8.53e-05,0.003256915,4.76e-05,1541,34195.597,-0.012957965,0.01007173,1131.13,1134.82,2004-02-02
3.43e-05,0.000449135,1.67e-05,1541,34184.902,-0.005386191,0.001918424,1135.26,1135.77,2004-02-03
8.4e-05,-0.00838874,6.2e-05,1541,34195.094,0.009987831,0,1136.03,1126.54,2004-02-04
4.54e-05,0.002083898,2.02e-05,1541,34190.352,-0.005967361,0.00411926,1126.52,1128.87,2004-02-05
5.06e-05,0.01238106,1.05e-05,1541,34194.21,-0.012628298,0.01245107,1128.59,1142.65,2004-02-06
1.89e-05,-0.002883147,1.23e-05,1541,34192.593,0.00459787,0.001486521,1142.76,1139.47,2004-02-09
2.4e-05,0.004761372,8.28e-06,1541,34187.51,-0.007280014,0.006305693,1139.81,1145.25,2004-02-10
4.4e-05,0.010049376,1.31e-05,1541,34190.309,-0.014392614,0.011586509,1145.54,1157.11,2004-02-11
2.18e-05,-0.004970181,1.54e-05,1541,34187.137,0.005473771,0,1157.76,1152.02,2004-02-12
4.73e-05,-0.005186544,3.19e-05,1541,34189.551,0.011869137,0.004131682,1152.11,1146.15,2004-02-13
6.65e-05,0.009511183,7.63e-06,1541,34184.319,-0.011428497,0.011428497,1145.81,1156.76,2004-02-17
1.76e-05,-0.004348285,1.24e-05,1559,34185.306,0.006918643,0.000354305,1156.99,1151.97,2004-02-18
5.2e-05,-0.004036543,2e-05,1541,34188.03,0.010184872,0.005843186,1151.82,1147.18,2004-02-19
5.07e-05,-0.001989668,2.76e-05,1541,34188.396,0.009446027,0.002394564,1147.06,1144.78,2004-02-20
3.43e-05,-0.003055068,1.86e-05,1540,34193.753,0.008503907,0.002252489,1144.11,1140.62,2004-02-23
4.58e-05,-0.00115756,2.11e-05,1550,34183.363,0.008872487,0.003106503,1140.99,1139.67,2004-02-24
1.83e-05,0.004327418,7.6e-06,1541,34181.867,-0.005718179,0.005384524,1139.09,1144.03,2004-02-25
2.66e-05,0.001598833,1.56e-05,1506,34184.93,-0.007533338,0.003107951,1143.67,1145.5,2004-02-26
3.46e-05,-0.000471398,1.85e-05,1540,34300.286,0.008615781,0.005118663,1145.8,1145.26,2004-02-27
3.32e-05,0.009258802,6.77e-06,1541,34188.372,-0.010867076,0.010867076,1144.94,1155.59,2004-03-01
3.79e-05,-0.005630152,2.53e-05,1541,34190.021,0.008012717,0.000492971,1155.97,1149.48,2004-03-02
2.28e-05,0.001591284,1.05e-05,1541,34185.027,-0.007542867,0.002902407,1149.1,1150.93,2004-03-03
1.35e-05,0.003070787,5.4e-06,1541,34191.805,-0.004477658,0.003417176,1151.03,1154.57,2004-03-04
0.000110911,0.002127844,5.6e-05,1541,34184.664,-0.012561045,0.007212835,1154.87,1157.33,2004-03-05
2.52e-05,-0.00847242,1.82e-05,1540,34185.804,0.011131261,0.002658841,1156.86,1147.1,2004-03-08
5.73e-05,-0.005655783,3.43e-05,1512,34188.815,0.009176304,0.000104597,1147.2,1140.73,2004-03-09
5.14e-05,-0.014527502,3.76e-05,1541,34196.243,0.016714318,0.000762479,1140.58,1124.13,2004-03-10
0.000115227,-0.015594001,8.06e-05,1541,34192.643,0.01800365,0.001840123,1123.89,1106.5,2004-03-11
6.76e-05,0.012141608,2.37e-05,1541,34185.199,-0.012141608,0.012141608,1106.78,1120.3,2004-03-12
8.74e-05,-0.014480957,5.53e-05,1541,34188.722,0.015477415,0,1120.57,1104.46,2004-03-15
0.000100643,0.005966826,2.3e-05,1541,34193.077,0.010115452,0.008411859,1104.49,1111.1,2004-03-16
4.24e-05,0.011752047,6.44e-06,1541,34188.593,-0.013467916,0.013467916,1110.7,1123.83,2004-03-17
7.38e-05,-0.001308976,3.96e-05,1541,34189.124,-0.010943716,0.001556075,1123.75,1122.28,2004-03-18
3.82e-05,-0.010821763,2.69e-05,1541,34190.121,0.011673615,0.000356341,1122.32,1110.24,2004-03-19
0.000123388,-0.013160889,9.66e-05,1541,34187.106,0.018452101,0,1109.78,1095.27,2004-03-22
7.84e-05,-0.00063924,3.3e-05,1502,34193.122,0.009074017,0.005571451,1095.4,1094.7,2004-03-23
9.03e-05,-0.002168811,5.24e-05,1541,34192.307,-0.010368667,0.004050472,1093.95,1091.58,2004-03-24
7.26e-05,0.015854157,1.01e-05,1541,34189.581,-0.017305163,0.017305163,1091.33,1108.77,2004-03-25
3.49e-05,-0.00020738,1.97e-05,1541,34190.649,-0.008229091,0.005466509,1109.19,1108.96,2004-03-26
6.69e-05,0.012591191,1.11e-05,1541,34188.542,-0.01461214,0.01461214,1108.06,1122.1,2004-03-29
3.36e-05,0.003814643,1.62e-05,1541,34196.244,-0.007066412,0.004559866,1122.47,1126.76,2004-03-30
3.78e-05,-0.001038694,2.3e-05,1541,34182.148,-0.008320469,0.003392641,1127,1125.83,2004-03-31
3.91e-05,0.005304629,1.31e-05,1541,34189.757,-0.008373651,0.008364772,1126.21,1132.2,2004-04-01
0.000136781,0.007803982,2.32e-05,1541,34182.75,-0.011102539,0.011102539,1132.17,1141.04,2004-04-02
1.56e-05,0.007364587,4.52e-06,1498,34205.249,-0.007548259,0.007399362,1141.81,1150.25,2004-04-05
3.91e-05,-0.002567239,3.02e-05,1540,34192.464,0.006338654,0,1150.57,1147.62,2004-04-06
3.51e-05,-0.00621177,2.14e-05,1540,34189.189,0.008528109,0,1148.16,1141.05,2004-04-07
9.02e-05,-0.001052696,2.74e-05,1538,34184.682,0.012656235,0.007372822,1140.53,1139.33,2004-04-08
2.49e-05,0.005269943,4.24e-06,1541,34183.301,-0.006971046,0.006971046,1139.32,1145.34,2004-04-12
4.8e-05,-0.013751118,3.52e-05,1542,34182.709,0.017675619,0.002276485,1145.2,1129.56,2004-04-13
6.17e-05,-0.001391036,3.49e-05,1541,34187.814,0.00919875,0.002723304,1129.44,1127.87,2004-04-14
5.95e-05,0.000593706,2.8e-05,1482,34190.28,0.011823646,0.005224899,1128.17,1128.84,2004-04-15
3.45e-05,0.004904505,1.37e-05,1541,34182.562,-0.008844416,0.007026741,1128.84,1134.39,2004-04-16
2.22e-05,0.000881011,1.05e-05,1541,34187.763,-0.005595729,0.001426848,1134.56,1135.56,2004-04-19
3.95e-05,-0.015098175,3.21e-05,1541,34185.999,0.018122246,0.003024072,1135.82,1118.8,2004-04-20
5.62e-05,0.005716314,2.24e-05,1541,34189.018,-0.008645086,0.006747297,1118.15,1124.56,2004-04-21
6.13e-05,0.014703355,1.54e-05,1541,34182.506,-0.018413636,0.01648132,1124.09,1140.74,2004-04-22
2.76e-05,0.000833037,1.43e-05,1541,34188.444,0.00624582,0.001744199,1139.93,1140.88,2004-04-23
3.65e-05,-0.004675123,2.24e-05,1482,34190.759,0.01068496,0.003920064,1140.6,1135.28,2004-04-26
4.82e-05,0.002866793,2.08e-05,1499,34193.357,-0.009910832,0.009910832,1135.53,1138.79,2004-04-27
5.79e-05,-0.014060126,4.48e-05,1541,34186.225,0.0145236,0,1138.11,1122.22,2004-04-28
8.73e-05,-0.009129132,5.18e-05,1477,34187.803,0.018580483,0.005676962,1122.41,1112.21,2004-04-29
0.000101866,-0.0054733,5.46e-05,1541,34186.986,0.010725071,0.004809359,1113.89,1107.81,2004-04-30
4.68e-05,0.009035191,1.49e-05,1541,34189.057,-0.010260555,0.010260555,1107.3,1117.35,2004-05-03
9.36e-05,0.002029278,3.72e-05,1541,34187.977,-0.013255395,0.009130531,1117.49,1119.76,2004-05-04
3.74e-05,0.002203813,1.71e-05,1541,34187.124,-0.006429113,0.004918437,1119.55,1122.02,2004-05-05
7.91e-05,-0.006673848,5e-05,1541,34186.328,0.01367271,0,1121.53,1114.07,2004-05-06
0.00010663,-0.013784096,5.72e-05,1541,34185.912,0.016777842,0.002993746,1113.99,1098.74,2004-05-07
0.000153793,-0.010301353,9.77e-05,1551,34188.92,0.017509273,0,1098.7,1087.44,2004-05-10
5.02e-05,0.007642369,1.49e-05,1541,34193.55,-0.007815797,0.007815797,1087.12,1095.46,2004-05-11
0.000130421,0.001842293,6.6e-05,1541,34193.012,-0.019514385,0.001896963,1095.45,1097.47,2004-05-12
8.34e-05,-0.00118545,3.64e-05,1541,34185.737,-0.010034123,0.004990806,1097.28,1095.98,2004-05-13
9.11e-05,-0.000830303,4.51e-05,1541,34182.25,-0.012900695,0.00539384,1096.44,1095.53,2004-05-14
0.000161461,-0.010615606,0.000128839,1541,34182.457,0.015025156,0,1095.7,1084.13,2004-05-17
5.18e-05,0.00708672,7.78e-06,1541,34190.636,-0.009218517,0.009218517,1084.1,1091.81,2004-05-18
0.000100371,-0.002017627,3.57e-05,1541,34185.151,0.015895195,0.013142875,1091.49,1089.29,2004-05-19
3.97e-05,0.000872236,1.91e-05,1541,34193.242,0.00660226,0.003612529,1088.68,1089.63,2004-05-20
4.83e-05,0.004196144,1.66e-05,1553,34197.422,-0.009603115,0.009603115,1089.19,1093.77,2004-05-21
6.75e-05,0.001818091,2.31e-05,1549,34193.961,0.009063286,0.007425089,1093.56,1095.55,2004-05-24
4.79e-05,0.016370505,1.13e-05,1541,34182.695,-0.020921227,0.01664887,1095.41,1113.49,2004-05-25
2.77e-05,0.001633811,1.44e-05,1541,34195.762,-0.006107931,0.003282867,1113.05,1114.87,2004-05-26
5.21e-05,0.005518674,1.97e-05,1541,34185.86,0.00812043,0.008048675,1114.94,1121.11,2004-05-27
1.27e-05,0.000133767,6.35e-06,1540,34195.581,-0.004096775,0.001256701,1121.28,1121.43,2004-05-28
3.24e-05,0.000463896,1.74e-05,1535,34195.411,0.008389956,0.001800855,1120.68,1121.2,2004-06-01
3.35e-05,0.003410162,1.26e-05,1541,34184.969,-0.00842114,0.006135261,1121.2,1125.03,2004-06-02
3.98e-05,-0.007100769,2.76e-05,1541,34186.353,0.007385176,0.000284407,1124.99,1117.03,2004-06-03
6.45e-05,0.005456857,1.25e-05,1541,34189.964,-0.011158673,0.011158673,1116.64,1122.75,2004-06-04
3.56e-05,0.015619033,3.17e-06,1541,34187.107,-0.015794431,0.015794431,1122.5,1140.17,2004-06-07
3.03e-05,0.001007892,1.94e-05,1541,34194.945,-0.005892158,0.001524591,1140.42,1141.57,2004-06-08
